Title,Authors,Year,Venue,Index,isSigmod,isVLDB,Authors_new,bucket,ToKeep
scalable sweeping-based spatial join,"lars arge, octavian procopiuc, sridhar ramaswamy, torsten suel, jeffrey scott vitter",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da45d3,False,True,"l arge, o procopiuc, s ramaswamy, t suel, j vitter","a, j, l, o, p, r, s, t, v",True
proximity search in databases,"roy goldman, narayanan shivakumar, suresh venkatasubramanian, hector garcia-molina",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da45d9,False,True,"h garcia-molina, r goldman, n shivakumar, s venkatasubramanian","g, h, n, r, s, v",True
massive stochastic testing of sql,donald r. slutz,1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4546,False,True,d slutz,"d, s",True
checkpointing in oracle,"ashok joshi, william bridge, juan loaiza, tirthankar lahiri",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4537,False,True,"w bridge, a joshi, t lahiri, j loaiza","a, b, j, l, t, w",True
generalised hash teams for join and group-by,"alfons kemper, donald kossmann, christian wiesner",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4679,False,True,"a kemper, d kossmann, c wiesner","a, c, d, k, w",True
the mirror mmdbms architecture,"arjen p. de vries, mark g. l. m. van doorn, henk m. blanken, peter m. g. apers",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4691,False,True,"p apers, h blanken, m doorn, a vries","a, b, d, h, m, p, v",True
histogram-based approximation of set-valued query-answers,"yannis e. ioannidis, viswanath poosala",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da468e,False,True,"y ioannidis, v poosala","i, p, v, y",True
similarity search in high dimensions via hashing,"aristides gionis, piotr indyk, rajeev motwani",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4683,False,True,"a gionis, p indyk, r motwani","a, g, i, m, p, r",True
algorithms for mining distance-based outliers in large datasets,"edwin m. knorr, raymond t. ng",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da45cd,False,True,"e knorr, r ng","e, k, n, r",True
implementation of sql3 structured types with inheritance and value substitutability,"you-chin fuh, stefan deßloch, weidong chen, nelson mendonça mattos, brian t. tran, bruce g. lindsay, linda demichel, serge rielau, danko mannhaupt",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4687,False,True,"w chen, l demichel, s deßloch, y fuh, b lindsay, d mannhaupt, n mattos, s rielau, b tran","b, c, d, f, l, m, n, r, s, t, w, y",True
explaining differences in multidimensional aggregates,sunita sarawagi,1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4673,False,True,s sarawagi,s,True
active views for electronic commerce,"serge abiteboul, bernd amann, sophie cluet, adi eyal, laurent mignet, tova milo",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a9620f70186a0da471f,False,True,"s abiteboul, b amann, s cluet, a eyal, l mignet, t milo","a, b, c, e, l, m, s, t",True
a database platform for bioinformatics,sandeepan banerjee,2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4732,False,True,s banerjee,"b, s",True
combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"arnd christian könig, gerhard weikum",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a9620f70186a0da4723,False,True,"a könig, g weikum","a, g, k, w",True
performance issues in incremental warehouse maintenance,"wilburt labio, jun yang, yingwei cui, hector garcia-molina, jennifer widom",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4733,False,True,"y cui, h garcia-molina, w labio, j widom, j yang","c, g, h, j, l, w, y",True
research directions in biodiversity informatics,john l. schnase,2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4734,False,True,j schnase,"j, s",True
temporal integrity constraints with indeterminacy,"wes cowley, dimitris plexousakis",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47ca,False,True,"w cowley, d plexousakis","c, d, p, w",True
efficiently publishing relational data as xml documents,"jayavel shanmugasundaram, eugene j. shekita, rimon barr, michael j. carey, bruce g. lindsay, hamid pirahesh, berthold reinwald",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da473e,False,True,"r barr, m carey, b lindsay, h pirahesh, b reinwald, j shanmugasundaram, e shekita","b, c, e, h, j, l, m, p, r, s",True
multi-dimensional database allocation for parallel data warehouses,"thomas stöhr, holger märtens, erhard rahm",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47d0,False,True,"h märtens, e rahm, t stöhr","e, h, m, r, s, t",True
hypothetical knowledge and counterfactual reasoning,joseph y. halpern,1998,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47d5,False,True,j halpern,"h, j",True
approximate query processing using wavelets,"kaushik chakrabarti, minos n. garofalakis, rajeev rastogi, kyuseok shim",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47d8,False,True,"k chakrabarti, m garofalakis, r rastogi, k shim","c, g, k, m, r, s",True
the bt-tree: a branched and temporal access method,"linan jiang, betty salzberg, david b. lomet, manuel barrena garcía",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4881,False,True,"m garcía, l jiang, d lomet, b salzberg","b, d, g, j, l, m, s",True
approximate query translation across heterogeneous information sources,"kevin chen-chuan chang, hector garcia-molina",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4882,False,True,"k chang, h garcia-molina","c, g, h, k",True
caching strategies for data-intensive web sites,"khaled yagoub, daniela florescu, valérie issarny, patrick valduriez",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4880,False,True,"d florescu, v issarny, p valduriez, k yagoub","d, f, i, k, p, v, y",True
document management as a database problem,rudolf bayer,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cd9,False,True,r bayer,"b, r",True
towards a cooperative transaction model - the cooperative activity model,"marek rusinkiewicz, wolfgang klas, thomas tesch, jürgen wäsch, peter muth",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce2,False,True,"w klas, p muth, m rusinkiewicz, t tesch, j wäsch","j, k, m, p, r, t, w",True
"db2 common server: technology, progress, & directions",bruce g. lindsay,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf5,False,True,b lindsay,"b, l",True
index concurrency control in firm real-time database systems,"brajesh goyal, jayant r. haritsa, s. seshadri, v. srinivasan",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce7,False,True,"b goyal, j haritsa, s seshadri, v srinivasan","b, g, h, j, s, v",True
discovery of multiple-level association rules from large databases,"jiawei han, yongjian fu",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cda,False,True,"y fu, j han","f, h, j, y",True
aggregate-query processing in data warehousing environments,"ashish gupta, venky harinarayan, dallan quass",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cea,False,True,"a gupta, v harinarayan, d quass","a, d, g, h, q, v",True
redo recovery after system crashes,"david b. lomet, mark r. tuttle",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfe,False,True,"d lomet, m tuttle","d, l, m, t",True
managing intra-operator parallelism in parallel database systems,"manish mehta, david j. dewitt",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7f,False,True,"d dewitt, m mehta","d, m",True
modeling design versions,"r. ramakrishnan, d. janaki ram",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4da1,False,True,"d ram, r ramakrishnan","d, r",True
supporting procedural constructs in sql compilers,nelson mendonça mattos,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e27,False,True,n mattos,"m, n",True
optimization of queries with user-defined predicates,"surajit chaudhuri, kyuseok shim",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e21,False,True,"s chaudhuri, k shim","c, k, s",True
an efficient algorithm for mining association rules in large databases,"ashoka savasere, edward omiecinski, shamkant b. navathe",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d80,False,True,"s navathe, e omiecinski, a savasere","a, e, n, o, s",True
coalescing in temporal databases,"michael h. böhlen, richard thomas snodgrass, michael d. soo",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e2e,False,True,"m böhlen, r snodgrass, m soo","b, m, r, s",True
"calibrating the query optimizer cost model of iro-db, an object-oriented federated database system","georges gardarin, fei sha, zhao-hui tang",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e39,False,True,"g gardarin, f sha, z tang","f, g, s, t, z",True
object fusion in mediator systems,"yannis papakonstantinou, serge abiteboul, hector garcia-molina",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e35,False,True,"s abiteboul, h garcia-molina, y papakonstantinou","a, g, h, p, s, y",True
sprint: a scalable parallel classifier for data mining,"john c. shafer, rakesh agrawal, manish mehta",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3f,False,True,"r agrawal, m mehta, j shafer","a, j, m, r, s",True
database management systems and the internet,susan malaika,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4eca,False,True,s malaika,"m, s",True
clustering techniques for minimizing external path length,"a. a. diwan, sanjeeva rane, s. seshadri, s. sudarshan",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ed0,False,True,"a diwan, s rane, s seshadri, s sudarshan","a, d, r, s",True
garbage collection in object oriented databases using transactional cyclic reference counting,"srinivas ashwin, prasan roy, s. seshadri, abraham silberschatz, s. sudarshan",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed9,False,True,"s ashwin, p roy, s seshadri, a silberschatz, s sudarshan","a, p, r, s",True
recovering information from summary data,"christos faloutsos, h. v. jagadish, nikolaos sidiropoulos",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed5,False,True,"c faloutsos, h jagadish, n sidiropoulos","c, f, h, j, n, s",True
data warehouse configuration,"dimitri theodoratos, timos k. sellis",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee4,False,True,"t sellis, d theodoratos","d, s, t",True
